replication,total product throughput,p1 throughput,p2 throughput,p3 throughput,ws1 busy,ws2 busy,ws3 busy,insp1 idle,insp2 idle,buffer11,buffer12,buffer13,buffer22,buffer33
1,1.8183288728803326,1.374533351363777,0.3883210813269863,0.05547444018956947,0.580103542264135,0.1151309226875041,0.027174068390631172,0.0,0.7816947716389696,0.3343239227340267,0.1099554234769688,0.029717682020802376,1.4680534918276373,1.7726597325408617
2,1.8183288728803326,1.374533351363777,0.3883210813269863,0.05547444018956947,0.580103542264135,0.1151309226875041,0.027174068390631172,0.0,0.7808255430440814,0.33035714285714285,0.12946428571428573,0.011904761904761904,1.4479166666666667,1.8214285714285714
3,1.8183288728803326,1.374533351363777,0.3883210813269863,0.05547444018956947,0.580103542264135,0.1151309226875041,0.027174068390631172,0.0,0.7811058600652196,0.3313521545319465,0.08766716196136701,0.02674591381872214,1.4175334323922735,1.7696879643387815
4,1.8183288728803326,1.374533351363777,0.3883210813269863,0.05547444018956947,0.580103542264135,0.1151309226875041,0.027174068390631172,0.0,0.7845449055652588,0.33482142857142855,0.10267857142857142,0.03125,1.4404761904761905,1.7708333333333333
5,1.8244926995680626,1.374533351363777,0.40681256139017613,0.04314678681410959,0.580103542264135,0.12218639256324462,0.007018787861688519,0.0,0.7804962482142385,0.3333333333333333,0.09185185185185185,0.022222222222222223,1.3955555555555557,1.8148148148148149
